City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Tura,IN,25.5198,90.2201,74.17,89,96,5.32,overcast clouds
460,Russell,US,32.3502,-85.1999,69.4,73,0,0.0,clear sky
461,Pimentel,PE,-6.8367,-79.9342,64.15,84,18,10.29,few clouds
462,Mehamn,NO,71.0357,27.8492,37.35,93,75,6.91,broken clouds
463,Timberlake,US,37.3207,-79.2575,55.42,81,18,4.83,few clouds
464,Abalak,RU,58.1286,68.5944,56.86,39,100,12.17,overcast clouds
465,Makokou,GA,0.5738,12.8642,71.04,99,100,2.33,overcast clouds
466,Cabo San Lucas,MX,22.8909,-109.9124,80.62,60,0,13.89,clear sky
467,Aklavik,CA,68.2191,-135.0107,31.8,79,100,11.63,overcast clouds
468,Nago,JP,26.5881,127.9761,81.03,81,98,11.72,overcast clouds
469,Palora,EC,-1.7,-77.9333,65.73,97,30,2.46,light rain
470,Sobolevo,RU,54.4299,31.8996,38.26,78,91,6.76,overcast clouds
471,Port Hedland,AU,-20.3167,118.5667,82.45,11,12,14.97,few clouds
472,Alanya,TR,36.5438,31.9998,55.53,54,0,3.71,clear sky
473,Aktash,RU,50.3,87.7333,38.62,30,0,3.06,clear sky
474,Wajima,JP,37.4,136.9,74.08,43,75,13.8,broken clouds
475,Kerouane,GN,9.2667,-9.0167,72.68,70,97,4.61,overcast clouds
476,Yar-Sale,RU,66.8333,70.8333,27.68,99,94,9.6,overcast clouds
477,Kieta,PG,-6.2167,155.6333,85.28,69,29,6.55,scattered clouds
478,Sao Filipe,CV,14.8961,-24.4956,72.19,82,13,6.69,few clouds
479,Kelso,US,46.1468,-122.9084,55.36,61,0,6.91,clear sky
480,Songjianghe,CN,42.1859,127.479,50.58,65,100,7.9,overcast clouds
481,Bilma,NE,18.6853,12.9164,85.95,16,54,3.6,broken clouds
482,Georgiyevskoye,RU,58.731,45.024,42.53,92,100,11.01,overcast clouds
483,Wlingi,ID,-8.0776,112.3311,85.66,66,84,2.21,broken clouds
484,Nishihara,JP,26.1842,127.7558,80.26,89,100,14.97,light intensity drizzle
485,Abu Kamal,SY,34.4506,40.9171,68.65,34,0,3.33,clear sky
486,Vao,NC,-22.6667,167.4833,73.56,64,45,20.98,scattered clouds
487,Adra,ES,36.7496,-3.0206,65.37,64,2,5.97,clear sky
488,Margate,GB,51.3813,1.3862,52.7,84,77,4.0,broken clouds
489,Kodinsk,RU,58.6881,99.1844,48.92,51,95,4.29,overcast clouds
490,Barcelona,ES,41.3888,2.159,64.9,71,0,4.61,clear sky
491,Aneho,TG,6.2333,1.6,80.8,82,72,9.28,broken clouds
492,La Ronge,CA,55.1001,-105.2842,44.85,49,75,8.05,broken clouds
493,Shubarkuduk,KZ,49.1447,56.4872,43.66,67,28,13.82,scattered clouds
494,Susuman,RU,62.7833,148.1667,35.37,96,100,14.99,overcast clouds
495,Inongo,CD,-1.95,18.2667,71.55,97,98,2.17,light rain
496,Lufilufi,WS,-13.8745,-171.5986,89.38,72,51,12.12,broken clouds
497,Pisco,PE,-13.7,-76.2167,61.02,88,0,2.3,clear sky
498,Vila,PT,42.0304,-8.1588,43.68,55,29,1.7,scattered clouds
499,San Rafael,AR,-34.6177,-68.3301,56.93,42,100,7.87,overcast clouds
500,San Jeronimo,PE,-11.9472,-75.2829,49.96,81,71,2.19,broken clouds
501,Merrill,US,45.1805,-89.6835,69.75,77,40,8.05,scattered clouds
502,Samma,JO,32.571,35.6903,51.24,64,40,1.81,scattered clouds
503,Rafaela,AR,-31.2503,-61.4867,56.98,58,0,1.99,clear sky
504,Gilgit,PK,35.9221,74.3087,74.5,40,4,1.95,clear sky
505,The Valley,AI,18.217,-63.0578,81.1,82,91,19.82,overcast clouds
506,Ayan,RU,56.45,138.1667,35.53,92,95,4.61,overcast clouds
507,Paamiut,GL,61.994,-49.6678,32.74,99,100,4.38,light snow
508,Sangar,RU,63.9242,127.4739,34.59,57,21,9.08,few clouds
509,Bambui,BR,-20.0064,-45.9769,59.29,78,57,2.21,broken clouds
510,Nichinan,JP,31.6,131.3667,67.68,90,100,3.49,moderate rain
511,Kainantu,PG,-6.2887,145.8655,79.65,50,59,4.72,broken clouds
512,Hobyo,SO,5.3505,48.5268,81.91,72,94,13.89,overcast clouds
513,Kibala,TD,9.1104,18.3463,84.15,65,20,0.0,thunderstorm
514,Gohpur,IN,26.8833,93.6333,76.19,89,91,5.14,overcast clouds
515,Isangel,VU,-19.55,169.2667,82.51,61,40,11.5,scattered clouds
516,Hailar,CN,49.2,119.7,43.47,37,100,15.41,overcast clouds
517,Sawtell,AU,-30.3833,153.1,66.22,82,100,16.11,light intensity shower rain
518,Tessalit,ML,20.1986,1.0114,80.02,8,0,11.92,clear sky
519,Mount Isa,AU,-20.7333,139.5,73.17,64,100,10.36,overcast clouds
520,Pangnirtung,CA,66.1451,-65.7125,20.25,82,100,7.7,overcast clouds
521,Nakambala,ZM,-15.8324,27.7799,60.04,69,0,2.1,clear sky
522,Ust-Kuyga,RU,70.0167,135.6,23.7,82,100,12.01,overcast clouds
523,Venado Tuerto,AR,-33.7456,-61.9688,58.77,77,9,5.41,clear sky
524,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,75,9.22,shower rain
525,Lachute,CA,45.6501,-74.3325,61.45,65,68,3.38,broken clouds
526,Ulverstone,AU,-41.15,146.1667,60.39,77,100,7.61,overcast clouds
527,Otavi,NA,-19.65,17.3333,56.75,32,0,2.17,clear sky
528,Waipawa,NZ,-41.4122,175.5153,50.92,58,85,6.04,overcast clouds
529,Kambove,CD,-10.8764,26.5969,56.91,80,6,3.6,clear sky
530,Ndele,CF,8.4109,20.6473,77.5,59,98,7.74,overcast clouds
531,Cururupu,BR,-1.8283,-44.8683,72.9,97,100,1.41,overcast clouds
532,Les Cayes,HT,18.2,-73.75,75.96,85,1,4.45,clear sky
533,Kemi,FI,65.8596,24.8228,42.57,100,100,9.22,moderate rain
534,Andenes,NO,69.3143,16.1194,40.98,100,75,8.05,broken clouds
535,Muravlenko,RU,63.7898,74.523,49.53,71,100,9.19,overcast clouds
536,Cockburn Town,TC,21.4612,-71.1419,79.23,79,70,6.78,broken clouds
537,Luwuk,ID,-0.9516,122.7875,82.83,82,100,5.19,overcast clouds
538,Chibombo,ZM,-14.6569,28.0706,58.86,69,0,4.05,clear sky
539,Bay City,US,43.5945,-83.8889,75.31,46,100,9.22,overcast clouds
540,Muskegon,US,43.3,-86.1334,80.46,65,75,8.05,broken clouds
541,Polovinnoye,RU,54.7914,65.9864,54.32,71,94,13.44,overcast clouds
542,Great Yarmouth,GB,52.6083,1.7305,56.01,70,100,11.7,overcast clouds
543,Bafq,IR,31.6128,55.4107,72.97,13,0,3.65,clear sky
544,Nioro,GM,13.35,-15.75,76.55,58,16,9.06,few clouds
545,Jacmel,HT,18.2342,-72.5347,80.44,83,48,3.98,scattered clouds
546,Joshimath,IN,30.5667,79.5667,71.71,53,5,4.81,clear sky
547,Tisovec,SK,48.6774,19.9436,54.23,83,86,4.09,overcast clouds
548,Ust-Maya,RU,60.4167,134.5333,36.25,56,100,6.93,overcast clouds
549,Missoula,US,47.0166,-113.8009,39.6,79,88,4.07,overcast clouds
550,Hay River,CA,60.8156,-115.7999,31.98,74,75,3.44,broken clouds
551,Khunti,IN,23.0833,85.2833,82.51,71,98,7.16,overcast clouds
552,Constitucion,CL,-35.3333,-72.4167,56.5,69,100,7.0,overcast clouds
553,Nemuro,JP,43.3236,145.575,48.16,74,0,10.11,clear sky
554,Mtambile,TZ,-5.3833,39.7,79.68,77,1,15.46,clear sky
555,Dingle,PH,10.9995,122.6711,88.86,57,99,5.61,overcast clouds
556,Kosonsoy,UZ,41.2561,71.5508,63.16,68,82,6.02,broken clouds
557,Mahajanga,MG,-15.7167,46.3167,69.82,83,0,5.75,clear sky
558,La Asuncion,VE,11.0333,-63.8628,77.81,84,35,16.15,scattered clouds
559,Cabedelo,BR,-6.9811,-34.8339,75.87,84,68,9.86,broken clouds
560,Waunakee,US,43.1919,-89.4557,78.58,81,40,1.01,scattered clouds
561,Nenagh,IE,52.8619,-8.1967,49.55,95,55,7.4,broken clouds
562,Mafinga,TZ,-7.25,35.0667,63.16,73,9,0.94,clear sky
563,Bam,IR,29.106,58.357,81.21,9,0,11.86,clear sky
564,Chumphon,TH,10.3333,98.8333,83.75,71,96,1.34,overcast clouds
565,Noyabrsk,RU,63.1994,75.4507,52.32,62,100,12.37,overcast clouds
566,Tiznit,MA,29.5833,-9.5,71.53,21,82,0.34,broken clouds
567,Tucuman,AR,-26.8241,-65.2226,68.0,73,100,2.3,overcast clouds
568,Tigil,RU,57.8,158.6667,52.2,51,4,0.92,clear sky
569,Beitbridge,ZW,-22.2167,30.0,61.63,81,0,2.08,clear sky
570,Kashi,CN,39.4547,75.9797,83.41,15,20,6.71,few clouds
571,Meulaboh,ID,4.1363,96.1285,83.75,75,91,3.94,overcast clouds
572,Imbituba,BR,-28.24,-48.6703,68.86,93,100,7.09,overcast clouds
573,Pecos,US,31.4229,-103.4932,81.43,57,0,13.8,clear sky
574,Sindor,RU,62.8629,51.8905,40.01,71,86,7.38,overcast clouds
575,Qaqortoq,GL,60.7167,-46.0333,34.41,92,97,3.83,overcast clouds
576,Kedrovyy,RU,56.1667,91.8167,46.87,28,0,6.22,clear sky
577,Agadez,NE,19.75,10.25,84.04,22,63,11.21,broken clouds
578,Akcaabat,TR,41.0212,39.5715,51.67,76,0,3.44,clear sky
579,Bail Hongal,IN,15.8167,74.8667,78.04,69,100,19.82,overcast clouds
580,Kathu,TH,7.9178,98.3332,86.76,83,90,3.0,overcast clouds
581,Longford,IE,53.7333,-7.8,48.33,85,81,13.24,broken clouds
582,Kisangani,CD,0.5167,25.2,70.47,100,100,1.77,overcast clouds
583,Svetlaya,RU,46.5389,138.3297,55.72,57,98,10.25,overcast clouds
584,Hamilton,US,39.1834,-84.5333,74.98,79,0,5.75,clear sky
585,Srednekolymsk,RU,67.45,153.6833,26.24,88,100,5.23,overcast clouds
586,San Bartolome De Tirajana,ES,27.9248,-15.5733,63.07,79,20,5.75,few clouds
587,Shunyi,CN,40.125,116.6453,67.95,34,0,6.71,clear sky
588,Xichang,CN,27.8964,102.2634,69.62,76,92,6.42,overcast clouds
589,Camana,PE,-16.6228,-72.7111,65.08,87,0,7.54,clear sky
590,Hokitika,NZ,-42.7167,170.9667,58.75,50,2,2.24,clear sky
591,Honiara,SB,-9.4333,159.95,84.87,76,91,5.88,moderate rain
592,Hutchinson,US,38.0608,-97.9298,82.35,77,0,14.97,clear sky
593,Gisborne,NZ,-38.6533,178.0042,55.49,72,84,17.11,broken clouds
594,Amahai,ID,-3.3333,128.9167,83.77,78,57,5.12,broken clouds
595,Feijo,BR,-8.1642,-70.3536,72.7,99,100,2.1,overcast clouds
596,Rahuri,IN,19.3833,74.65,89.69,34,64,13.2,broken clouds
597,Ukiah,US,39.1502,-123.2078,51.37,67,20,9.22,few clouds
598,Berdavan,AM,41.205,44.9997,47.05,76,93,1.74,overcast clouds
599,George Town,MY,5.4112,100.3354,85.93,54,20,2.3,few clouds
600,Waddan,LY,29.1614,16.139,62.83,57,13,13.31,few clouds
601,Winnemucca,US,40.973,-117.7357,41.05,52,0,6.91,clear sky
602,Bentiu,SS,9.2333,29.8333,82.2,58,100,3.94,overcast clouds
603,Erenhot,CN,43.6475,111.9767,44.67,20,3,14.29,clear sky
604,Puerto Leguizamo,CO,-0.1934,-74.7819,71.92,98,56,1.28,broken clouds
605,Libertador General San Martin,AR,-23.8064,-64.7876,56.97,94,2,1.9,clear sky
606,Mercedes,AR,-34.6515,-59.4307,53.78,90,10,6.53,clear sky
607,Wallaceburg,CA,42.593,-82.3885,66.22,69,23,9.84,few clouds
608,Blue Springs,US,39.0169,-94.2816,79.75,83,0,12.66,clear sky
609,Marzuq,YE,14.4,46.4667,78.42,22,5,2.48,clear sky
610,Gazli,UZ,40.1333,63.45,72.19,26,65,13.65,broken clouds
611,Bilibino,RU,68.0546,166.4372,34.11,87,100,3.11,overcast clouds
612,Maarianhamina,AX,60.0973,19.9348,46.26,93,20,11.5,few clouds
613,Winslow,US,35.0242,-110.6974,68.18,14,0,14.97,clear sky
614,Uribia,CO,11.7139,-72.266,81.55,77,100,9.04,overcast clouds
615,Lamar,US,33.6668,-95.5836,78.71,78,0,10.36,clear sky
616,Ojinaga,MX,29.5667,-104.4167,86.95,39,0,13.8,clear sky
617,Sakakah,SA,29.9697,40.2064,67.57,28,0,4.9,clear sky
618,Padang,ID,-0.9492,100.3543,84.25,61,99,4.03,overcast clouds
619,Toccoa,US,34.5773,-83.3324,65.77,80,0,0.0,clear sky
620,Uarini,BR,-2.99,-65.1083,73.08,98,34,1.77,scattered clouds
621,Danville,US,36.586,-79.395,55.96,82,0,4.61,clear sky
622,Mogocha,RU,53.7333,119.7667,35.08,56,100,12.28,light snow
623,Victor Harbor,AU,-35.5667,138.6167,64.69,82,43,7.99,scattered clouds
624,Trelew,AR,-43.249,-65.3051,41.27,100,20,3.44,fog
625,Palauig,PH,15.435,119.9045,86.2,68,39,9.19,scattered clouds
626,Coruripe,BR,-10.1256,-36.1756,74.82,86,57,4.41,broken clouds
627,Bafata,GW,12.1667,-14.75,77.97,45,84,4.14,broken clouds
628,Hua Hin,TH,12.5707,99.9588,86.02,79,20,6.91,few clouds
629,Jinxiang,CN,27.4327,120.6062,68.23,93,100,3.11,overcast clouds
630,Fremont,US,37.5483,-121.9886,54.09,64,0,16.11,clear sky
631,Acajutla,SV,13.5928,-89.8275,82.18,76,32,3.67,scattered clouds
632,Belaya,UA,49.029,25.7706,49.82,70,100,1.23,overcast clouds
633,Kyshtovka,RU,56.555,76.6271,58.75,26,100,13.73,overcast clouds
634,Yorkton,CA,51.2167,-102.4677,41.41,86,98,5.21,overcast clouds
635,Piedras Negras,MX,28.7,-100.5167,87.28,59,100,16.87,light rain
636,Osypenko,UA,46.9136,36.8253,48.65,60,49,9.86,scattered clouds
637,Barraute,CA,48.4335,-77.6328,70.07,60,10,9.33,clear sky
638,Sassandra,CI,4.95,-6.0833,78.21,91,100,5.39,overcast clouds
639,Ponta Delgada,PT,37.7333,-25.6667,64.51,77,20,6.91,few clouds
640,Torbat-E Jam,IR,35.244,60.6225,65.01,51,0,2.13,clear sky
641,Sibolga,ID,1.7427,98.7792,86.07,68,96,3.13,overcast clouds
642,Shizuishan,CN,39.2333,106.7694,62.73,28,51,14.45,broken clouds
643,Kupang,ID,-10.1667,123.5833,85.98,54,6,3.89,clear sky
644,Nova Vicosa,BR,-17.8919,-39.3719,72.27,77,72,1.92,broken clouds
645,Amapa,BR,1.0,-52.0,70.52,100,100,1.77,overcast clouds
646,Lichtenburg,ZA,-26.152,26.1597,50.79,54,69,3.96,broken clouds
647,Kenora,CA,49.8167,-94.4337,54.57,47,20,4.61,few clouds
648,Todos Santos,MX,23.45,-110.2167,65.66,79,0,8.19,clear sky
649,Magburaka,SL,8.7167,-11.95,75.58,93,60,0.92,broken clouds
650,Sandy Bay,AU,-42.913,147.3532,61.3,66,0,8.05,clear sky
651,Port Shepstone,ZA,-30.7414,30.455,63.88,64,100,5.99,overcast clouds
652,Maceio,BR,-9.6658,-35.7353,76.44,88,75,5.75,broken clouds
653,Beruwala,LK,6.4788,79.9828,84.31,80,86,16.13,overcast clouds
654,Muhos,FI,64.808,25.9931,44.89,91,100,11.01,light rain
655,Manoel Urbano,BR,-8.8389,-69.2597,72.34,99,100,0.69,overcast clouds
656,Kamenka,RU,51.3223,42.7678,36.25,97,100,14.25,light rain
657,Shimanovsk,RU,52.0,127.7,41.49,71,100,8.48,light rain
658,Cheremukhovo,RU,60.3484,59.9851,50.79,74,100,7.11,overcast clouds
659,Lyuban,BY,52.7985,28.0048,45.37,73,28,4.41,scattered clouds
660,Broome,US,42.2506,-75.833,54.37,62,1,1.01,clear sky
661,Kampot,KH,10.6167,104.1833,87.85,66,100,4.92,overcast clouds
662,Ingham,US,42.6,-84.3833,73.02,54,100,8.05,overcast clouds
663,Glubokiy,RU,48.5217,40.3258,43.74,67,30,13.49,scattered clouds
664,Miri,MY,4.4148,114.0089,87.94,84,40,4.61,scattered clouds
665,Progress,US,40.2851,-76.8314,56.98,71,0,3.44,clear sky
666,Abha,SA,18.2164,42.5053,69.62,43,0,0.0,clear sky
667,Capitao Poco,BR,-1.7464,-47.0594,71.65,98,98,2.55,overcast clouds
668,Shahrud,IR,36.4182,54.9763,60.8,50,12,6.26,few clouds
669,Ivdel,RU,60.6911,60.4206,54.14,66,99,7.27,overcast clouds
670,Mirabad,AF,30.4362,61.8383,78.12,30,0,18.3,clear sky
671,Prosec,CZ,49.8059,16.1162,58.05,54,99,8.99,overcast clouds
672,Kloulklubed,PW,7.0419,134.2556,79.3,85,100,15.82,heavy intensity rain
673,Whitehorse,CA,60.7161,-135.0538,39.02,78,75,5.75,broken clouds
674,Siocon,PH,7.7061,122.1353,80.62,85,100,2.77,overcast clouds
675,Vygonichi,RU,53.0985,34.0673,44.71,53,0,11.18,clear sky
676,Machilipatnam,IN,16.1667,81.1333,82.83,87,100,30.11,heavy intensity rain
677,Marrakesh,MA,31.6315,-8.0083,71.67,35,0,1.14,clear sky
678,Vienna,AT,48.2085,16.3721,58.6,80,0,3.44,clear sky
679,Agadir,MA,30.4202,-9.5982,59.45,42,100,6.33,overcast clouds
680,Quang Ngai,VN,15.1167,108.8,89.26,64,86,4.52,overcast clouds
681,Paraiso,CR,9.8383,-83.8656,66.42,96,100,1.19,overcast clouds
682,Baft,IR,29.234,56.6057,68.16,13,0,6.24,clear sky
683,Henties Bay,NA,-22.116,14.2845,61.41,71,25,6.55,scattered clouds
684,Alad,PH,12.6168,122.2475,83.46,72,89,8.81,overcast clouds
685,Marang,MY,5.2056,103.2059,84.11,74,56,4.76,broken clouds
686,Severnoye,RU,56.3491,78.3619,56.26,27,100,11.79,overcast clouds
687,Gelibolu,TR,40.4103,26.6708,40.86,76,1,8.25,clear sky
688,Kurumkan,RU,54.3,110.3,43.14,38,95,3.85,overcast clouds
689,Belaya Gora,RU,68.5333,146.4167,24.76,70,100,3.76,overcast clouds
690,Port-Gentil,GA,-0.7193,8.7815,80.15,84,100,8.75,moderate rain
691,Tongliao,CN,43.6125,122.2653,62.02,15,32,13.22,scattered clouds
