City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Mitu,CO,2022-05-10 04:37:48,1.1983,-70.1733,71.65,98,96,2.3
269,Zaltan,LY,2022-05-10 04:37:48,32.947,11.8665,61.97,75,2,3.49
270,Saint-Pierre,RE,2022-05-10 04:37:49,-21.3393,55.4781,76.91,64,20,6.91
271,Aras,ES,2022-05-10 04:37:49,42.5617,-2.356,43.21,87,0,0.0
272,Sao Fidelis,BR,2022-05-10 04:37:50,-21.6461,-41.7469,61.83,89,0,3.09
273,Novikovo,RU,2022-05-10 04:37:51,51.1537,37.8879,45.03,59,43,12.82
274,Itarema,BR,2022-05-10 04:37:52,-2.9248,-39.9167,75.78,88,100,1.43
275,Mekhe,SN,2022-05-10 04:38:52,15.1097,-16.6218,68.5,83,51,10.2
276,Ketchikan,US,2022-05-10 04:35:20,55.3422,-131.6461,51.78,81,0,5.75
277,Dunedin,NZ,2022-05-10 04:38:53,-45.8742,170.5036,48.79,80,100,3.0
278,Valleyview,CA,2022-05-10 04:38:53,55.0667,-117.2859,26.64,86,100,8.05
279,Nara,JP,2022-05-10 04:38:54,34.6851,135.8049,74.7,59,100,6.71
280,Bindura,ZW,2022-05-10 04:38:54,-17.3019,31.3306,62.13,71,53,0.16
281,Huaiyuan,CN,2022-05-10 04:38:55,32.973,117.1995,63.64,68,99,7.54
282,Bad Sooden-Allendorf,DE,2022-05-10 04:38:55,51.2833,9.9833,58.55,68,73,7.0
283,Vao,NC,2022-05-10 04:38:56,-22.6667,167.4833,74.5,71,45,18.95
284,Bafq,IR,2022-05-10 04:38:57,31.6128,55.4107,76.24,14,0,4.85
285,Pangkalanbuun,ID,2022-05-10 04:38:58,-2.6833,111.6167,95.47,47,48,1.86
286,Kieta,PG,2022-05-10 04:38:58,-6.2167,155.6333,83.95,74,27,4.21
287,Ahuimanu,US,2022-05-10 04:38:59,21.4447,-157.8378,80.31,75,100,14.97
288,Hovd,MN,2022-05-10 04:38:59,48.0056,91.6419,45.12,26,4,4.41
289,Olafsvik,IS,2022-05-10 04:39:00,64.8945,-23.7142,37.45,80,98,24.11
290,Udachnyy,RU,2022-05-10 04:39:00,66.4167,112.4,37.45,37,96,14.03
291,Miandrivazo,MG,2022-05-10 04:39:01,-19.5167,45.4667,71.98,76,0,1.3
292,Nyurba,RU,2022-05-10 04:39:01,63.2842,118.3319,36.57,48,100,8.28
293,Shelburne,CA,2022-05-10 04:39:02,44.0787,-80.2041,54.39,35,66,13.56
294,La Ronge,CA,2022-05-10 04:39:02,55.1001,-105.2842,46.65,46,0,6.91
295,Potosi,BO,2022-05-10 04:39:03,-19.5836,-65.7531,36.5,95,5,4.85
296,Khash,IR,2022-05-10 04:39:03,28.2211,61.2158,82.83,13,0,6.8
297,Terrace Bay,CA,2022-05-10 04:39:04,48.7834,-87.1,45.64,85,97,24.83
298,Airai,TL,2022-05-10 04:39:04,-8.9266,125.4092,74.7,50,31,3.8
299,Nhulunbuy,AU,2022-05-10 04:39:05,-12.2333,136.7667,79.41,94,75,12.66
300,Esperance,AU,2022-05-10 04:39:05,-33.8667,121.9,82.24,37,98,9.37
301,Hualmay,PE,2022-05-10 04:39:06,-11.0964,-77.6139,63.41,92,41,7.16
302,Ostrovnoy,RU,2022-05-10 04:39:07,68.0531,39.5131,37.71,75,97,26.19
303,Qostanay,KZ,2022-05-10 04:39:07,53.1667,63.5833,53.89,66,75,13.42
304,Sao Jose Da Coroa Grande,BR,2022-05-10 04:39:07,-8.8978,-35.1478,75.76,81,100,5.39
305,Kavieng,PG,2022-05-10 04:39:08,-2.5744,150.7967,84.99,66,86,17.0
306,Avanigadda,IN,2022-05-10 04:39:08,16.0215,80.9181,85.96,56,100,6.17
307,Buala,SB,2022-05-10 04:39:09,-8.145,159.5921,83.26,80,92,10.78
308,Derzhavinsk,KZ,2022-05-10 04:39:10,51.1,66.3167,59.47,43,100,23.31
309,Mareeba,AU,2022-05-10 04:39:10,-17.0,145.4333,74.44,95,100,8.25
310,Maragogi,BR,2022-05-10 04:39:10,-9.0122,-35.2225,75.25,82,100,4.36
311,Longa,CD,2022-05-10 04:39:11,2.8447,24.6776,69.46,99,100,2.46
312,Dicabisagan,PH,2022-05-10 04:39:11,17.0818,122.4157,87.91,60,15,8.97
313,San Patricio,US,2022-05-10 04:39:12,28.017,-97.5169,82.83,92,25,15.35
314,Cartagena,CO,2022-05-10 04:39:13,10.3997,-75.5144,82.02,89,75,2.3
315,Grants,US,2022-05-10 04:39:13,35.1473,-107.8514,61.03,16,0,5.75
316,Itaqui,BR,2022-05-10 04:39:14,-29.1253,-56.5531,61.61,94,100,4.7
317,Benguela,AO,2022-05-10 04:39:14,-12.5763,13.4055,74.53,76,2,3.4
318,Autazes,BR,2022-05-10 04:39:15,-3.5797,-59.1306,72.77,99,90,1.57
319,Manoel Urbano,BR,2022-05-10 04:39:15,-8.8389,-69.2597,72.68,98,99,1.83
320,Kintampo,GH,2022-05-10 04:40:16,8.0563,-1.7306,73.8,91,100,7.02
321,Staunton,US,2022-05-10 04:39:59,38.1496,-79.0717,45.28,81,0,0.0
322,Kirovsk,UA,2022-05-10 04:40:17,48.6375,38.6428,45.32,56,1,14.61
323,Ust-Kulom,RU,2022-05-10 04:40:18,61.6864,53.6902,45.95,71,100,7.67
324,Klaksvik,FO,2022-05-10 04:40:19,62.2266,-6.589,47.32,87,100,16.11
325,Ferme-Neuve,CA,2022-05-10 04:40:19,46.7001,-75.4493,48.83,68,100,3.69
326,Freeport,US,2022-05-10 04:38:21,40.6576,-73.5832,56.25,27,0,18.41
327,Iqaluit,CA,2022-05-10 04:40:20,63.7506,-68.5145,33.53,80,75,6.91
328,Jishou,CN,2022-05-10 04:40:20,28.3167,109.7167,65.59,82,99,3.33
329,Temiscaming,CA,2022-05-10 04:40:21,46.7212,-79.0971,60.35,57,75,5.75
330,Tazovskiy,RU,2022-05-10 04:40:22,67.4667,78.7,34.88,100,100,12.8
331,Mitsamiouli,KM,2022-05-10 04:40:22,-11.3847,43.2844,79.09,83,20,3.44
332,Selma,US,2022-05-10 04:40:22,36.5708,-119.6121,59.05,48,64,15.46
333,Imeni Zhelyabova,RU,2022-05-10 04:40:23,58.9544,36.5956,41.31,61,2,7.92
334,Bethel,US,2022-05-10 04:39:19,41.3712,-73.414,52.65,26,9,10.47
335,Kosh-Agach,RU,2022-05-10 04:40:24,50.0,88.6667,44.24,25,0,3.6
336,Bam,IR,2022-05-10 04:40:24,29.106,58.357,83.57,13,0,5.86
337,Mandalgovi,MN,2022-05-10 04:40:25,45.7625,106.2708,39.31,21,83,19.1
338,Mackay,AU,2022-05-10 04:40:25,-21.15,149.2,78.78,78,100,13.8
339,Thomaston,US,2022-05-10 04:40:26,32.8882,-84.3266,58.05,82,0,3.44
340,Vila,PT,2022-05-10 04:40:26,42.0304,-8.1588,45.48,78,98,2.46
341,Baker City,US,2022-05-10 04:40:27,44.7749,-117.8344,38.91,76,40,0.0
342,Atambua,ID,2022-05-10 04:40:27,-9.1061,124.8925,84.58,52,59,0.96
343,Puerto Leguizamo,CO,2022-05-10 04:40:28,-0.1934,-74.7819,72.57,99,100,1.43
344,Noumea,NC,2022-05-10 04:40:28,-22.2763,166.4572,80.58,99,36,15.52
345,Tual,ID,2022-05-10 04:40:29,-5.6667,132.75,85.68,70,100,7.65
346,Urusha,RU,2022-05-10 04:40:29,54.05,122.9,47.52,39,99,15.7
347,Kuryk,KZ,2022-05-10 04:40:30,43.2,51.65,59.38,67,79,17.0
348,Dingle,PH,2022-05-10 04:40:30,10.9995,122.6711,89.78,56,100,10.69
349,Davila,PH,2022-05-10 04:40:31,18.4726,120.5763,89.58,68,34,10.87
350,San Policarpo,PH,2022-05-10 04:40:31,12.1791,125.5072,81.95,81,99,7.05
351,Margate,GB,2022-05-10 04:37:20,51.3813,1.3862,60.69,69,100,1.99
352,Pangnirtung,CA,2022-05-10 04:40:32,66.1451,-65.7125,24.8,86,75,2.3
353,Agogo,GH,2022-05-10 04:40:32,6.8,-1.0819,71.51,98,100,1.01
354,Tasiilaq,GL,2022-05-10 04:40:33,65.6145,-37.6368,32.16,66,88,1.07
355,Jiuquan,CN,2022-05-10 04:40:33,39.7432,98.5174,67.71,19,100,5.91
356,Souillac,MU,2022-05-10 04:40:34,-20.5167,57.5167,75.58,94,75,8.05
357,Vardo,NO,2022-05-10 04:40:34,70.3705,31.1107,35.58,93,100,10.36
358,Santa Clara,CU,2022-05-10 04:37:46,22.4,-79.9667,73.06,94,40,2.3
359,Griffin,US,2022-05-10 04:40:35,33.2468,-84.2641,58.95,93,0,0.0
360,Surgut,RU,2022-05-10 04:40:36,61.25,73.4167,64.58,34,0,8.99
361,Ocos,GT,2022-05-10 04:40:36,14.5094,-92.1933,83.57,74,68,2.84
362,Najran,SA,2022-05-10 04:40:37,17.4924,44.1277,75.85,23,1,10.65
363,Rio Grande,BR,2022-05-10 04:40:37,-32.035,-52.0986,62.71,93,100,7.92
364,Chadan,RU,2022-05-10 04:40:38,51.2833,91.5833,49.33,24,6,5.23
365,Mount Gambier,AU,2022-05-10 04:40:38,-37.8333,140.7667,62.51,48,6,6.91
366,Lorengau,PG,2022-05-10 04:40:39,-2.0226,147.2712,84.11,77,98,11.36
367,Portel,BR,2022-05-10 04:41:39,-1.9356,-50.8211,72.55,98,90,2.55
368,Carupano,VE,2022-05-10 04:41:40,10.6678,-63.2585,77.18,85,66,8.61
369,Touros,BR,2022-05-10 04:41:40,-5.1989,-35.4608,73.67,91,60,10.42
370,Shumerlya,RU,2022-05-10 04:41:41,55.5005,46.4129,41.79,86,100,5.73
371,Gamba,GA,2022-05-10 04:41:41,-2.65,10.0,78.24,91,100,5.19
372,Lompoc,US,2022-05-10 04:41:41,34.6391,-120.4579,50.14,82,0,5.75
373,Estelle,US,2022-05-10 04:41:43,29.8458,-90.1067,78.8,76,20,12.66
374,Ormara,PK,2022-05-10 04:41:43,25.2088,64.6357,83.21,76,0,4.97
375,Moose Factory,CA,2022-05-10 04:41:44,51.2585,-80.6094,60.78,31,0,14.97
376,Evanston,US,2022-05-10 04:41:40,42.0411,-87.6901,75.31,65,20,19.57
377,Nalut,LY,2022-05-10 04:41:44,30.3333,10.85,60.28,65,0,11.54
378,Samarai,PG,2022-05-10 04:41:45,-10.6167,150.6667,84.09,75,87,15.84
379,Synya,RU,2022-05-10 04:41:45,65.3718,58.0387,34.72,73,100,5.91
380,Weyburn,CA,2022-05-10 04:41:46,49.6668,-103.8511,43.02,93,100,16.11
381,Ippy,CF,2022-05-10 04:41:46,6.2679,21.2247,71.58,82,97,2.91
382,Grindavik,IS,2022-05-10 04:41:47,63.8424,-22.4338,39.67,81,0,20.71
383,Ajdabiya,LY,2022-05-10 04:41:47,30.7554,20.2263,62.17,68,1,5.59
384,Omsukchan,RU,2022-05-10 04:41:48,62.5333,155.8,32.31,98,100,5.91
385,Olinda,BR,2022-05-10 04:37:24,-8.0089,-34.8553,74.93,88,40,0.0
386,Kalmunai,LK,2022-05-10 04:41:48,7.4167,81.8167,88.59,64,100,7.78
387,Ushtobe,KZ,2022-05-10 04:41:49,45.2514,77.9838,74.77,26,86,7.85
388,Nago,JP,2022-05-10 04:41:49,26.5881,127.9761,81.03,70,95,1.97
389,Merauke,ID,2022-05-10 04:41:50,-8.4667,140.3333,87.64,69,100,7.25
390,Nanortalik,GL,2022-05-10 04:41:50,60.1432,-45.2371,33.82,89,86,9.19
391,Ogaminana,NG,2022-05-10 04:41:51,7.5946,6.2248,75.11,95,100,2.21
392,Gravdal,NO,2022-05-10 04:41:51,68.1214,13.5031,42.69,100,75,11.5
393,Petropavlovka,RU,2022-05-10 04:41:52,50.6114,105.3196,42.31,29,100,15.99
394,Sinegorye,RU,2022-05-10 04:41:52,62.0788,150.477,38.82,89,90,2.44
395,Sao Gabriel Da Cachoeira,BR,2022-05-10 04:41:53,-0.1303,-67.0892,71.24,99,99,1.05
396,Caravelas,BR,2022-05-10 04:41:53,-17.7125,-39.2481,72.93,75,48,8.9
397,Deskati,GR,2022-05-10 04:41:54,39.9225,21.8028,47.16,65,6,1.72
398,Kursk,RU,2022-05-10 04:41:54,51.7303,36.1939,47.75,53,0,11.18
399,Padang,ID,2022-05-10 04:41:55,-0.9492,100.3543,87.85,62,36,5.08
400,Jose De Freitas,BR,2022-05-10 04:41:55,-4.7564,-42.5756,76.15,92,94,1.83
401,Hauterive,FR,2022-05-10 04:41:56,46.0901,3.4459,52.56,89,80,4.34
402,Vostok,RU,2022-05-10 04:41:56,46.4856,135.8833,68.02,23,7,10.33
403,Umm Lajj,SA,2022-05-10 04:41:57,25.0213,37.2685,85.5,33,39,10.63
404,Burnie,AU,2022-05-10 04:41:57,-41.0667,145.9167,58.95,55,1,3.06
405,Danjiangkou,CN,2022-05-10 04:41:58,32.5428,111.5086,74.73,50,21,2.64
406,Sayyan,YE,2022-05-10 04:41:58,15.1718,44.3244,66.52,29,1,13.96
407,Maroon Town,JM,2022-05-10 04:41:59,18.3446,-77.7954,75.2,88,17,3.11
408,Machilipatnam,IN,2022-05-10 04:42:00,16.1667,81.1333,85.73,61,100,7.61
409,Sarkand,KZ,2022-05-10 04:41:23,45.41,79.9186,74.34,36,84,7.74
410,Whitianga,NZ,2022-05-10 04:43:00,-36.8333,175.7,61.05,69,14,16.08
411,Husavik,IS,2022-05-10 04:43:01,66.0449,-17.3389,35.06,99,100,16.2
412,Labytnangi,RU,2022-05-10 04:43:01,66.6572,66.4183,30.63,97,100,2.68
413,San Angelo,US,2022-05-10 04:43:02,31.4638,-100.437,89.82,51,0,10.36
414,Hornepayne,CA,2022-05-10 04:43:02,49.2138,-84.7705,61.57,48,73,20.78
415,Tiarei,PF,2022-05-10 04:43:03,-17.5333,-149.3333,82.42,75,24,16.71
416,Port Victoria,KE,2022-05-10 04:43:04,0.0939,33.9756,69.21,79,53,4.97
417,Orsk,RU,2022-05-10 04:43:04,51.2049,58.5668,54.5,94,75,11.18
418,Kabarnet,KE,2022-05-10 04:43:05,0.4919,35.743,60.26,77,8,2.68
419,Zhoucheng,CN,2022-05-10 04:43:06,35.9122,116.3117,71.37,40,1,7.67
420,Port Keats,AU,2022-05-10 04:43:06,-14.25,129.55,91.98,37,72,7.09
421,Comodoro Rivadavia,AR,2022-05-10 04:40:42,-45.8667,-67.5,51.66,46,0,11.5
422,Korla,CN,2022-05-10 04:43:07,41.7597,86.1469,81.34,18,1,6.42
423,Luang Prabang,LA,2022-05-10 04:43:07,19.8856,102.1347,85.96,66,40,2.3
424,Albania,AL,2022-05-10 04:43:08,41.0,20.0,60.37,64,19,2.77
425,Oranjestad,AW,2022-05-10 04:43:08,12.524,-70.027,80.55,83,40,19.57
426,Dukat,RU,2022-05-10 04:43:09,62.55,155.55,32.07,99,100,4.12
427,Morondava,MG,2022-05-10 04:43:09,-20.2833,44.2833,71.53,81,1,6.98
428,Maniitsoq,GL,2022-05-10 04:43:10,65.4167,-52.9,30.94,95,100,3.04
429,Banda Aceh,ID,2022-05-10 04:43:10,5.5577,95.3222,88.56,64,90,11.25
430,Bull Savanna,JM,2022-05-10 04:43:11,17.8868,-77.5902,74.08,83,20,5.84
431,Wanaka,NZ,2022-05-10 04:43:11,-44.7,169.15,50.36,71,5,1.5
432,Cabadiangan,PH,2022-05-10 04:43:12,9.7531,122.4739,88.16,64,100,7.11
433,Alofi,NU,2022-05-10 04:43:12,-19.0595,-169.9187,76.89,73,77,6.91
434,Manggar,ID,2022-05-10 04:43:13,-2.8833,108.2667,87.21,68,93,6.11
435,Marawi,PH,2022-05-10 04:43:13,7.9986,124.2928,75.88,91,85,3.4
436,Saint-Augustin,CA,2022-05-10 04:43:10,51.226,-58.6502,40.53,78,14,4.97
437,Yerbogachen,RU,2022-05-10 04:43:14,61.2767,108.0108,40.21,43,87,7.43
438,Sakakah,SA,2022-05-10 04:43:14,29.9697,40.2064,74.77,21,0,17.25
439,Silver City,US,2022-05-10 04:43:15,32.7701,-108.2803,64.36,24,0,9.22
440,Anlu,CN,2022-05-10 04:43:16,31.1661,112.5831,70.02,58,72,9.33
441,Darhan,MN,2022-05-10 04:43:16,49.4867,105.9228,42.17,34,99,12.06
442,Bosaso,SO,2022-05-10 04:43:17,11.2842,49.1816,85.98,62,0,0.0
443,Safita,SY,2022-05-10 04:43:17,34.8205,36.1153,64.47,44,0,1.54
444,Boulder City,US,2022-05-10 04:41:26,35.9786,-114.8325,67.42,9,0,12.66
445,Francisco Sa,BR,2022-05-10 04:43:18,-16.4758,-43.4883,64.54,78,0,5.84
446,Carmen,MX,2022-05-10 04:40:12,18.6333,-91.8333,86.04,79,0,14.97
447,Tema,GH,2022-05-10 04:43:19,5.667,-0.0166,79.21,94,75,8.05
448,Kontagora,NG,2022-05-10 04:43:19,10.3999,5.4695,76.1,79,96,5.03
449,Odweyne,SO,2022-05-10 04:43:20,9.4092,45.064,79.41,41,13,0.4
450,Mto Wa Mbu,TZ,2022-05-10 04:43:20,-3.35,35.85,69.19,86,41,4.09
451,Hatillo,PR,2022-05-10 04:43:21,18.4863,-66.8254,78.08,84,82,1.99
452,Amapa,BR,2022-05-10 04:43:21,1.0,-52.0,70.81,100,100,0.25
453,Ouadda,CF,2022-05-10 04:43:22,8.0777,22.4007,70.83,77,54,3.56
454,Kampene,CD,2022-05-10 04:43:22,-3.6,26.6667,69.76,97,100,1.79
455,Bakel,SN,2022-05-10 04:43:23,14.905,-12.4568,88.56,29,53,7.29
456,Caraquet,CA,2022-05-10 04:43:23,47.7941,-64.9386,38.17,76,0,1.19
457,Qaqortoq,GL,2022-05-10 04:43:24,60.7167,-46.0333,33.4,90,100,2.86
458,Batemans Bay,AU,2022-05-10 04:43:24,-35.7167,150.1833,63.1,76,86,3.76
459,Sao Joao Da Barra,BR,2022-05-10 04:44:24,-21.6403,-41.0511,65.32,83,1,12.1
460,Rawson,AR,2022-05-10 04:40:51,-43.3002,-65.1023,53.33,43,3,8.72
461,Goderich,CA,2022-05-10 04:44:25,43.7501,-81.7165,59.32,33,37,18.41
462,Joshimath,IN,2022-05-10 04:44:26,30.5667,79.5667,74.5,48,31,7.43
463,Hun,LY,2022-05-10 04:44:26,29.1268,15.9477,63.25,53,79,5.39
464,Gobo,JP,2022-05-10 04:44:27,33.8833,135.15,67.23,70,99,2.62
465,Buraydah,SA,2022-05-10 04:44:27,26.326,43.975,73.85,10,0,13.22
466,Bayir,TR,2022-05-10 04:44:28,37.2687,28.2167,50.52,57,1,2.68
467,Port Hedland,AU,2022-05-10 04:44:28,-20.3167,118.5667,87.85,11,84,17.27
468,Wajima,JP,2022-05-10 04:44:29,37.4,136.9,70.48,26,0,9.22
469,Hobyo,SO,2022-05-10 04:44:29,5.3505,48.5268,85.53,58,50,12.21
470,Solnechnyy,RU,2022-05-10 04:44:30,50.7214,136.6319,68.4,40,9,7.25
471,Bairiki,KI,2022-05-10 04:44:30,1.3292,172.9752,84.2,79,20,9.22
472,Cajati,BR,2022-05-10 04:40:00,-24.7361,-48.1228,62.42,99,46,1.79
473,Batagay,RU,2022-05-10 04:44:31,67.6333,134.6333,23.2,65,100,11.72
474,Mount Isa,AU,2022-05-10 04:44:31,-20.7333,139.5,73.17,68,100,8.05
475,Poya,NC,2022-05-10 04:44:32,-21.35,165.15,77.74,64,64,7.49
476,Salamanca,ES,2022-05-10 04:44:22,40.8333,-6.0,52.75,59,22,2.19
477,Saint-Georges,GD,2022-05-10 04:44:32,12.0564,-61.7485,80.28,78,40,20.71
478,Port Hueneme,US,2022-05-10 04:44:29,34.1478,-119.1951,56.95,64,0,19.57
479,Paamiut,GL,2022-05-10 04:44:33,61.994,-49.6678,30.79,88,100,1.41
480,Iznik,TR,2022-05-10 04:44:34,40.4286,29.7211,42.55,66,0,2.28
481,Huarmey,PE,2022-05-10 04:44:34,-10.0681,-78.1522,64.85,89,29,5.79
482,Oranjemund,NA,2022-05-10 04:44:35,-28.55,16.4333,54.27,79,76,1.16
483,Lavrentiya,RU,2022-05-10 04:44:35,65.5833,-171.0,29.41,87,13,4.18
484,Krasyliv,UA,2022-05-10 04:44:36,49.6519,26.9725,47.1,67,41,5.28
485,Nabire,ID,2022-05-10 04:44:36,-3.3667,135.4833,78.24,93,100,1.97
486,Sabirabad,AZ,2022-05-10 04:44:37,40.0095,48.4752,61.38,69,99,3.85
487,Maridi,SS,2022-05-10 04:44:37,4.9158,29.4742,68.49,93,69,4.56
488,Bitkine,TD,2022-05-10 04:44:38,11.9801,18.2138,87.96,34,56,6.08
489,Parati,BR,2022-05-10 04:44:38,-23.2178,-44.7131,64.29,94,19,2.55
490,Broken Hill,AU,2022-05-10 04:44:39,-31.95,141.4333,58.71,67,72,12.66
491,Tete,MZ,2022-05-10 04:44:39,-16.1564,33.5867,62.69,100,20,4.61
492,Bardiyah,LY,2022-05-10 04:44:40,31.7561,25.0865,62.24,80,0,5.91
493,Cockburn Town,TC,2022-05-10 04:44:41,21.4612,-71.1419,78.12,84,31,6.49
494,Conceicao Do Araguaia,BR,2022-05-10 04:44:41,-8.2578,-49.2647,70.79,69,4,2.3
495,Yanam,IN,2022-05-10 04:44:42,16.7333,82.2167,90.63,55,100,14.7
496,Werda,BW,2022-05-10 04:44:42,-25.2667,23.2833,52.57,43,0,6.2
497,Tutoia,BR,2022-05-10 04:44:43,-2.7619,-42.2744,76.37,91,100,7.16
498,Katobu,ID,2022-05-10 04:44:43,-4.9408,122.5276,83.75,77,73,3.06
499,Ayagoz,KZ,2022-05-10 04:41:23,47.9714,80.4392,66.2,18,69,16.71
500,Gwadar,PK,2022-05-10 04:44:44,25.1216,62.3254,87.66,56,0,15.95
501,Payson,US,2022-05-10 04:44:44,40.0444,-111.7321,44.42,39,17,11.5
502,Tulun,RU,2022-05-10 04:44:45,54.5611,100.5792,46.65,28,44,6.53
503,Tonj,SS,2022-05-10 04:44:45,7.2737,28.6822,76.64,68,74,5.64
504,Zhigansk,RU,2022-05-10 04:45:46,66.7697,123.3711,25.11,71,86,3.94
505,Mokhsogollokh,RU,2022-05-10 04:45:47,61.4681,128.9203,35.28,52,100,10.71
506,Kubanskiy,RU,2022-05-10 04:45:47,45.9292,40.5806,50.72,67,65,12.44
507,Cao Bang,VN,2022-05-10 04:45:48,22.6667,106.25,82.53,79,93,3.11
508,Bihoro,JP,2022-05-10 04:45:49,43.8228,144.1044,60.82,41,0,10.36
509,Biltine,TD,2022-05-10 04:45:49,14.5333,20.9167,83.97,10,6,2.98
510,Santa Ana,US,2022-05-10 04:45:04,33.7456,-117.8678,61.63,57,0,9.22
511,Arcachon,FR,2022-05-10 04:45:51,44.5875,-1.0519,55.72,87,0,0.0
512,Port Blair,IN,2022-05-10 04:45:51,11.6667,92.75,87.84,74,75,12.66
513,Takoradi,GH,2022-05-10 04:45:52,4.8845,-1.7554,79.54,84,99,4.29
514,Nome,US,2022-05-10 04:45:52,64.5011,-165.4064,33.87,75,0,16.11
515,Evensk,RU,2022-05-10 04:45:53,61.95,159.2333,33.15,98,100,5.73
516,Uige,AO,2022-05-10 04:45:54,-7.6087,15.0613,67.03,84,30,2.82
517,Acarau,BR,2022-05-10 04:45:54,-2.8856,-40.12,76.64,86,100,2.57
518,Kjollefjord,NO,2022-05-10 04:45:55,70.9457,27.3465,33.85,85,100,6.4
519,Egersund,NO,2022-05-10 04:45:55,58.4513,5.9997,52.09,98,100,15.37
520,Bukama,CD,2022-05-10 04:45:56,-9.2,25.85,68.31,78,46,2.48
521,Cherdyn,RU,2022-05-10 04:45:56,60.403,56.4787,57.47,49,100,5.99
522,Nefteyugansk,RU,2022-05-10 04:45:57,61.0998,72.6035,63.66,43,43,12.17
523,Moerai,PF,2022-05-10 04:45:57,-22.4333,-151.3333,79.07,72,4,8.86
524,Port Lincoln,AU,2022-05-10 04:45:58,-34.7333,135.8667,63.09,53,0,9.64
525,Tawang,IN,2022-05-10 04:45:58,27.5833,91.8667,66.38,46,34,7.94
526,Tura,IN,2022-05-10 04:45:59,25.5198,90.2201,75.22,81,97,5.1
527,Fort Nelson,CA,2022-05-10 04:45:59,58.8053,-122.7002,36.99,70,40,3.44
528,Ihosy,MG,2022-05-10 04:46:00,-22.4,46.1167,63.84,75,2,3.02
529,Turayf,SA,2022-05-10 04:46:00,31.6725,38.6637,61.05,39,0,9.22
530,Salinopolis,BR,2022-05-10 04:46:01,-0.6136,-47.3561,74.64,96,100,4.63
531,Tefe,BR,2022-05-10 04:46:01,-3.3542,-64.7114,73.49,98,96,1.9
532,Staryy Krym,UA,2022-05-10 04:46:02,45.0333,35.1,52.75,82,90,6.46
533,Ampanihy,MG,2022-05-10 04:46:03,-24.7,44.75,67.21,87,10,9.48
534,Opuwo,NA,2022-05-10 04:44:10,-18.0607,13.84,60.15,39,0,4.7
535,Belyy Yar,RU,2022-05-10 04:46:03,53.6039,91.3903,49.89,22,0,11.18
536,Hammerfest,NO,2022-05-10 04:46:04,70.6634,23.6821,32.45,100,75,9.22
537,Sorong,ID,2022-05-10 04:46:04,-0.8833,131.25,80.76,83,100,5.46
538,Ambulu,ID,2022-05-10 04:46:05,-8.345,113.6058,84.99,78,38,7.56
